4.0000000;external;2.8159960;2.8423697;-0.1892322;524
4.0000000;internal;2.6893457;2.9620870;-0.1892244;933
4.0000000;external;2.8868965;2.7703335;-0.1892321;508
4.0000000;internal;3.1350812;2.4847925;-0.1892217;994
4.0000000;external;2.8727499;2.7849979;-0.1892322;523
4.0000000;internal;2.5946682;3.0444319;-0.1892069;1255
4.0000000;external;2.7461429;2.9099130;-0.1892323;517
4.0000000;internal;3.1979841;2.4026876;-0.1892007;2113
4.0000000;external;3.5258852;1.8889710;-0.1892013;1006
4.0000000;internal;3.7457762;1.4054895;-0.1892264;905
4.0000000;external;2.9441527;2.7082887;-0.1892220;610
4.0000000;internal;2.7632414;2.8938053;-0.1892376;834
4.0000000;external;2.8794499;2.7780677;-0.1892323;535
4.0000000;internal;2.9114600;2.7446933;-0.1892352;802
4.0000000;external;2.9427076;2.7098586;-0.1892220;579
4.0000000;internal;2.9080954;2.7482327;-0.1892362;806
4.0000000;external;2.7891217;2.8691803;-0.1892061;479
4.0000000;internal;2.6968704;2.9557900;-0.1892362;815
4.0000000;external;2.5321545;3.0965402;-0.1892006;957
4.0000000;internal;2.5874735;3.0504481;-0.1892016;1598
4.0000000;external;3.5234194;1.8935944;-0.1892006;1000
4.0000000;internal;3.5443331;1.8541350;-0.1892014;1585
4.0000000;external;2.8867806;2.7704543;-0.1892321;517
4.0000000;internal;2.9062119;2.7502028;-0.1892371;820
4.0000000;external;2.3252845;3.2547110;-0.1892006;1118
4.0000000;internal;2.7545814;2.9011449;-0.1892165;997
4.0000000;external;2.7314163;2.9222578;-0.1892038;537
4.0000000;internal;2.6610606;2.9871502;-0.1892323;943
4.0000000;external;2.7685412;2.8886073;-0.1892324;529
4.0000000;internal;2.8099720;2.8485596;-0.1892329;814
4.0000000;external;2.1127301;3.3965503;-0.1892006;1020
4.0000000;internal;2.8776141;2.7801679;-0.1892348;840
4.0000000;external;2.9518943;2.6998507;-0.1892220;592
4.0000000;internal;2.9340414;2.7205126;-0.1892363;794
4.0000000;external;3.2191731;2.3742598;-0.1892020;943
4.0000000;internal;2.9299700;2.7249523;-0.1892341;793
4.0000000;external;2.7668927;2.8901890;-0.1892323;511
4.0000000;internal;2.9435510;2.7102252;-0.1892362;835
4.0000000;external;1.9379632;3.4992118;-0.1892006;1037
4.0000000;internal;2.6994274;2.9534538;-0.1892363;829
4.0000000;external;2.9793281;2.6701123;-0.1892006;617
4.0000000;internal;2.9389695;2.7151866;-0.1892364;827
4.0000000;external;2.7859507;2.8707743;-0.1892220;577
4.0000000;internal;2.9492457;2.7040221;-0.1892364;861
4.0000000;external;2.8534287;2.8047845;-0.1892324;536
4.0000000;internal;2.9635747;2.6883125;-0.1892363;855
4.0000000;external;2.8038190;2.8548775;-0.1892015;522
4.0000000;internal;2.7243549;2.9304758;-0.1892363;820
4.0000000;external;2.3234465;3.2560376;-0.1892006;1000
4.0000000;internal;2.5037250;3.1202120;-0.1892323;927
4.0000000;external;3.0412699;2.5984890;-0.1892007;763
4.0000000;internal;2.6980961;2.9541182;-0.1892244;911
4.0000000;external;2.9760272;2.6737885;-0.1892008;598
4.0000000;internal;2.8178573;2.8407546;-0.1892331;822
4.0000000;external;2.7371891;2.9183297;-0.1892326;498
4.0000000;internal;2.7009018;2.9521110;-0.1892717;753
4.0000000;external;2.9390330;2.7138428;-0.1892220;591
4.0000000;internal;2.7309422;2.9243804;-0.1892344;810
4.0000000;external;2.8863072;2.7709455;-0.1892322;541
